,Fecha,Tipo Generacion,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Total
54,2011,HIDRAULICA,1610114199.93,1541647807.17,1500586899.65,1489632133.56,1554954576.59,1716534034.91,1774538855.57,1890076633.79,2044076763.41,2141202840.12,2227762130.56,2289775324.57,2236279667.5,2203218937.92,2205142586.28,2188553375.55,2161184061.67,2168433500.75,2464151091.26,2557806463.92,2443201254.7,2265815451.63,2002448693.4,1754589563.15,48431.72684756
55,2011,TERMICA,373968151.26,359677598.53,353130790.42,350115582.34,349894085.99,352815531.13,350389868.1,358064503.99,377997781.24,390149588.95,404280211.83,416731394.08,411882004.29,412606148.73,421616112.1,425966320.55,429296468.55,446034503.81,510730545.98,526139401.55,509382242.06,465290524.7,435407510.45,399000499.57,9830.5673702
56,2012,COGENERADOR,14657560.47,14740121.63,14732384.07,14798262.97,14824866.14,14913621.18,14839111.03,14710064.64,14507388.66,14224738.43,14040040.1,13975741.71,14081393.77,14214578.42,14001698.68,14006257.04,14259804.26,14370356.44,14132798.25,14198639.67,14462472.89,14683302.66,14662522.53,14609207.67,346.64693331
57,2012,EOLICA,1655640.7,1524048.55,1415653.79,1335170.31,1259800.38,1190717.94,1197353.95,1455472.81,1740098.26,1895314.92,2201064.27,2625563.1,3139553.29,3521212.21,3807928.44,3983333.44,3919732.11,3548692.71,2970002.34,2539487.81,2245447.9,2061338.09,1862525.75,1759558.26,54.85471133
58,2012,HIDRAULICA,1561935256.25,1490026539.0,1451977190.82,1443938324.29,1504462724.12,1652966931.91,1707226882.47,1828921529.9,1988796565.15,2087992665.31,2185851668.57,2262257234.27,2208957746.66,2176771755.76,2184735381.19,2167834071.74,2137358977.95,2148531194.72,2464104983.29,2558781834.13,2444684012.91,2243435924.52,1971311624.52,1708848744.74,47581.709764189996
59,2012,TERMICA,460675772.12,443795819.23,433476150.81,428057306.08,429340850.99,438577248.67,444867656.56,460759710.93,479978946.67,494274779.03,505401068.84,513159367.21,513439876.53,515799847.1,520256510.72,523514493.42,524342375.98,531098056.74,561730262.56,571867375.65,559207985.31,540641511.28,522076119.56,490519157.62,11906.85824961
60,2013,COGENERADOR,15092954.89,15125039.69,15269137.51,15263445.19,15247441.63,15235239.61,15066967.02,14829835.22,14704916.86,14347505.07,14004478.36,13893540.94,14025503.51,14150048.25,13931416.11,13955758.34,14281107.91,14469369.7,14521711.33,14646130.6,14955347.84,15097226.52,14907834.84,14962406.62,351.98436356
61,2013,EOLICA,1771818.05,1695884.31,1607816.77,1522698.18,1435844.11,1332882.57,1369136.67,1625086.85,1865683.51,2057905.37,2295992.55,2734661.05,3242787.36,3624099.22,3853295.98,3946286.81,3919392.97,3598498.17,3058741.32,2642257.16,2342839.49,2156514.1,2020098.86,1904581.17,57.6248026
62,2013,HIDRAULICA,1457358887.78,1383221559.35,1340956653.3,1325920993.77,1374846508.68,1510454609.95,1559375019.61,1698808980.24,1865178248.66,1967395814.04,2062561688.89,2133341042.94,2082268120.31,2055370795.91,2059678423.53,2043899293.62,2010713624.89,2008594817.3,2286288763.82,2365773591.07,2261971176.78,2080101822.86,1833837532.05,1594872104.08,44362.79007343
63,2013,TERMICA,670748636.56,654580693.41,642241621.47,639882223.34,648434383.62,664940715.79,673793420.64,686951528.83,710032699.45,726526812.44,741238453.93,754963375.13,755162316.46,757548066.51,764013746.34,765355507.28,766831544.92,772990204.19,802194382.21,811573481.1,801360772.52,773169322.49,735183757.06,704470514.22,17424.18817991
